Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
63120,Text,2020-09-04,"Beyond the Lines; Or, A Yankee Prisoner Loose in Dixie",en,"Geer, John James, 1833-1867; Clark, Alexander, 1834-1879 [Author of introduction, etc.]","United States -- History -- Civil War, 1861-1865 -- Prisoners and prisons; United States -- History -- Civil War, 1861-1865 -- Personal narratives",E456,Browsing: History - American; Browsing: History - Warfare
63121,Text,2020-09-04,True Love: A Story of English Domestic Life,en,"Farro, Sarah E., 1859-",England -- Fiction; Domestic fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63122,Text,2020-09-04,Geography of the Air,en,"Greely, A. W. (Adolphus Washington), 1844-1935",Geography; Meteorology,G; QC,Browsing: Science - General; Browsing: Travel & Geography
63123,Text,2020-09-04,The Eyes of Thar,en,"Kuttner, Henry, 1915-1958; Doolin, Joseph, 1896-1967 [Illustrator]",Science fiction; Short stories; Adventure stories; Mars (Planet) -- Fiction,PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63124,Text,2020-09-05,"Pirate Princes and Yankee Jacks
Setting forth David Forsyth's Adventures in America's Battles on Sea and Desert with the Buccaneer Princes of Barbary, with an Account of a Search under the Sands of the Sahara Desert for the Treasure-filled Tomb of Ancient Kings",en,"Henderson, Daniel, 1880-1955","Pirates -- Juvenile fiction; United States. Navy -- Juvenile fiction; Eaton, William, 1764-1811 -- Juvenile fiction; United States -- History -- Tripolitan War, 1801-1805 -- Juvenile fiction",PZ,Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
63125,Text,2020-09-05,"The Glebe 1914/03 (Vol. 1, No. 6): Erna Vitek",en,"Kreymborg, Alfred, 1883-1966; Kreymborg, Alfred, 1883-1966 [Editor]; Man Ray, 1890-1976 [Editor]","New York (N.Y.) -- Fiction; Social classes -- Fiction; Man-woman relationships -- Fiction; Boxers (Sports) -- Fiction; Literature, Modern -- 20th century -- Periodicals; Waitresses -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63126,Text,2020-09-05,Royal Palaces of Spain,en,"Calvert, Albert Frederick, 1872-1946",Palaces -- Spain,NA,Browsing: Architecture; Browsing: Art & Photography; Browsing: Culture/Civilization/Society
63127,Text,2020-09-05,"Records of the Kirk of Scotland
containing the Acts and Proceedings of the General Assemblies from 1638 downwards, as authenticated by the clerks of assembly.",en,"Church of Scotland. General Assembly; Peterkin, Alexander, 1780-1846 [Editor]",Church of Scotland -- History -- Sources,BX,Browsing: History - Religious; Browsing: Religion/Spirituality/Paranormal
63128,Text,2020-09-05,Rudimentary Treatise on the Construction of Locks,en,"Hobbs, A. C., 1812-1891; Dodd, George, 1808-1881; Tomlinson, Charles, 1808-1897 [Editor]",Locks and keys,TS,Browsing: Computers & Technology; Browsing: Engineering & Construction
63129,Text,2020-09-05,"Propos de peintre, deuxième série: Dates
Précédé d'une Réponse à la Préface de M. Marcel Proust au De David à Degas",fr,"Blanche, Jacques-Émile, 1861-1942",Painters,ND,Browsing: Art & Photography
63130,Text,2020-09-05,Mr. Meek Plays Polo,en,"Simak, Clifford D., 1904-1988; Ingels, Graham, 1915-1991 [Illustrator]",Science fiction; Adventure stories; Human-alien encounters -- Fiction; Space travelers -- Fiction; Asteroids -- Fiction,PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63131,Text,2020-09-05,Sewage and sewerage of farm homes [1928],en,"Warren, George M. (George Milton)","Sewage disposal, Rural; Sewerage, Rural",S; TD,Browsing: Environmental Issues
63132,Text,2020-09-05,"The Problem of the Rupee, Its Origin and Its Solution",en,"Ambedkar, B. R. (Bhimrao Ramji), 1891-1956",Currency question -- India,HG,Browsing: Economics; Browsing: Sociology
63133,Text,2020-09-06,Historiallisia rakkauskirjeitä,fi,"Finne, Jalmari, 1874-1938 [Translator]",Love-letters -- Translations into Finnish,PN,Browsing: Language & Communication; Browsing: Literature
63134,Text,2020-09-06,Minions of the Crystal Sphere,en,"dePina, Albert, -1957; Elias, Lee, 1920-1998 [Illustrator]",Science fiction; Space stations -- Fiction; Neptune (Planet) -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63135,Text,2020-09-06,Kansan keskeltä: Kolme kertomusta Savosta,fi,"Aho, Pekka, 1864-1945","Short stories, Finnish; Finnish fiction -- 19th century",PH,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63136,Text,2020-09-06,"Valencia and Murcia, a glance at African Spain",en,"Calvert, Albert Frederick, 1872-1946",Valencia (Spain) -- Description and travel; Murcia (Spain) -- Description and travel,DP,Browsing: History - European; Browsing: Travel & Geography
63137,Text,2020-09-06,La trépidation,fr,"Montesquiou-Fézensac, Robert, comte de, 1855-1921",French fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
63138,Text,2020-09-06,Vaarin muistikirja; Majala: Kaksi kertomusta,fi,"Heimburg, W., 1850-1912; Pakkala, Hanna, 1864-1950 [Translator]",German fiction -- Translations into Finnish,PT,Browsing: Literature
63139,Text,2020-09-07,"Fratris Felicis Fabri Evagatorium in Terrae Sanctae, Arabiae et Egypti Peregrinationem. Volumen Tertium",la,"Fabri, Felix, 1442?-1502; Hassler, Konrad Dietrich, 1803-1873 [Editor]",Egypt -- Description and travel; Palestine -- Description and travel; Arabian Peninsula -- Description and travel; Pilgrims and pilgrimages,PT,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
63140,Text,2020-09-07,A Lost Chapter in the History of the Steamboat,en,"Latrobe, John H. B. (John Hazlehurst Boneval), 1803-1891","Steam-navigation -- History; Roosevelt, Nicholas J., 1767-1854",F106; VM,Browsing: History - American; Browsing: History - General
63141,Text,2020-09-07,La mort de Philæ,fr,"Loti, Pierre, 1850-1923",Egypt -- Description and travel,DT,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
63142,Text,2020-09-07,Harry Joscelyn; vol. 1 of 3,en,"Oliphant, Mrs. (Margaret), 1828-1897",Inheritance and succession -- Fiction; Families -- England -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63143,Text,2020-09-07,"A Broken Bond; Or, The Man Without Morals",en,"Carter, Nicholas (House name)",Detective and mystery stories; Dime novels; Popular literature,PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
63144,Text,2020-09-07,Rêverie de Nouvel An,fr,"Colette, 1873-1954; Sauvage, Marcel, 1895-1988 [Contributor]; Créixams, Pere, 1893-1965 [Illustrator]",French literature -- 20th century,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63145,Text,2020-09-07,Electra: Drama em cinco actos,pt,"Pérez Galdós, Benito, 1843-1920; Ortigão, Ramalho, 1836-1915 [Translator]",Spanish drama -- Translations into Portuguese,PQ,Browsing: Literature
63146,Text,2020-09-08,"The American Missionary — Volume 37, No. 12, December, 1883",en,Various,Congregational churches -- Missions -- Periodicals; Home missions -- Periodicals,BV,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Teaching & Education
63147,Text,2020-09-08,Histoires magiques,fr,"Gourmont, Remy de, 1858-1915","Short stories, French; French fiction -- 19th century",PQ,Browsing: Literature; Browsing: Fiction
63148,Text,2020-09-08,Men Who Have Made the Empire,en,"Griffith, George Chetwynd, 1857-1906; Wood, Stanley L., 1866-1928 [Illustrator]",Great Britain -- Biography,DA,Browsing: Biographies; Browsing: History - General
63149,Text,2020-09-08,"The Century Illustrated Monthly Magazine, October, 1913
Vol. LXXXVI. New Series: Vol. LXIV. May to October, 1913",en,Various,Periodicals,AP,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other
63150,Text,2020-09-08,The Soul Eaters,en,"Conover, William; Ingels, Graham, 1915-1991 [Illustrator]",Science fiction; Adventure stories; Castaways -- Fiction; Asteroids -- Fiction; Space pirates -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63151,Text,2020-09-08,"Un Turc à Paris, 1806-1811
Relation de voyage et de mission de Mouhib Effendi, ambassadeur extraordinaire du sultan Selim III (d'après un manuscrit autographe)",fr,"Bareilles, Bertrand, 1859-1933","Mouhib, Seid Abdurrahman, active 1793-1821; France -- Foreign relations -- Turkey; Turkey -- Foreign relations -- France",DC,Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
63152,Text,2020-09-08,Sir George Arthur and His Administration of Upper Canada,en,"Sage, W. N. (Walter Noble), 1888-1963","Ontario -- Politics and government; Arthur, George, Sir, 1784-1854",F1001,Browsing: History - American; Browsing: Politics
63153,Text,2020-09-08,Morning in the West: A Book of Verse,en,"Hale, Katherine, 1878-1956",Canadian poetry -- 20th century,PS,Browsing: Literature; Browsing: Poetry
63154,Text,2020-09-08,"The New Joan, and Other Poems",en,"Hale, Katherine, 1878-1956",Canadian poetry -- 20th century,PS,Browsing: Literature; Browsing: Poetry
63155,Text,2020-09-08,"The White Comrade, and Other Poems",en,"Hale, Katherine, 1878-1956",Canadian poetry -- 20th century,PS,Browsing: Literature; Browsing: Poetry
63156,Text,2020-09-08,Boys of the Central: A High-School Story,en,"Thurston, I. T. (Ida Treadwell), 1848-1918",Bullying -- Juvenile fiction; High schools -- Juvenile fiction; Teenage boys -- Societies and clubs -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
63157,Text,2020-09-09,Mythology in Marble,en,"Bell, Louie M.","Mythology, Classical; Marble sculpture",NB,Browsing: Art & Photography; Browsing: Culture/Civilization/Society
63158,Text,2020-09-09,Harry Joscelyn; vol. 2 of 3,en,"Oliphant, Mrs. (Margaret), 1828-1897",Inheritance and succession -- Fiction; Families -- England -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63159,Text,2020-09-09,Treasure of the Brasada,en,"Savage, Les, 1922-1958",Western stories; Texas -- Fiction; Ranch life -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Fiction
63160,Text,2020-09-09,"Forest Glen; or, The Mohawk's Friendship",en,"Kellogg, Elijah, 1813-1901",Frontier and pioneer life -- Juvenile fiction; Quakers -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
63161,Text,2020-09-09,Autour des trônes que j'ai vu tomber,fr,"Louise, Princess of Belgium, 1858-1924",Courts and courtiers,DH,Browsing: History - European; Browsing: History - General; Browsing: History - Royalty
63162,Text,2020-09-09,"The Haven Children; or, Frolics at the Funny Old House on Funny Street",en,"Foster, Emilie, 1834-",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Family -- Juvenile fiction; Yachts -- Juvenile fiction; Siblings -- Juvenile fiction; Country life -- Juvenile fiction; Aunts -- Juvenile fiction; Fourth of July -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
63163,Text,2020-09-09,Studies in the Wagnerian Drama,en,"Krehbiel, Henry Edward, 1854-1923","Wagner, Richard, 1813-1883. Operas",ML,Browsing: Literature; Browsing: Music
63164,Text,2020-09-09,Nameless River,en,"Roe, Vingie E. (Vingie Eve), 1879-1958",Western stories; Cattle stealing -- Fiction; Ranch life -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Fiction
63165,Text,2020-09-10,Crimson Clover: Growing the Crop,en,"Westgate, J. M. (John Minton), 1878-1937",Crimson clover,S,Browsing: Cooking & Drinking; Browsing: Science - Earth/Agricultural/Farming
63166,Text,2020-09-10,Growing Crimson Clover,en,"Kephart, Leonard Wheeler, 1892-",Crimson clover,S,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming
63167,Text,2020-09-10,Le thé chez Miranda,fr,"Moréas, Jean, 1856-1910; Adam, Paul, 1862-1920",French fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
63168,Text,2020-09-10,"The Soul of a Cat, and Other Stories",en,"Benson, Margaret, 1865-1916; Ronner, Henriette, 1821-1909 [Illustrator]",Animals; Cats,QL,Browsing: Nature/Gardening/Animals; Browsing: Science - General
63169,Text,2020-09-10,Crimson Clover [1938],en,"Hollowell, E. A. (Eugene Amos), 1900-",Crimson clover; Crimson clover -- Varieties; Pasture plants; Forage plants,S,Browsing: Nutrition; Browsing: Science - Earth/Agricultural/Farming
63170,Text,2020-09-10,Crimson Clover [1947],en,"Hollowell, E. A. (Eugene Amos), 1900-",Crimson clover; Crimson clover -- Varieties; Pasture plants; Forage plants,S,Browsing: Cooking & Drinking; Browsing: Nutrition; Browsing: Science - Earth/Agricultural/Farming
63171,Text,2020-09-10,Stories Pictures Tell. Book 7,en,"Carpenter, Flora L. (Flora Leona), 1877-1963",Painters; Painting,N,Browsing: Art & Photography
63172,Text,2020-09-10,A Pacific Coast Vacation,en,"Morris, James Edwin, Mrs.; Morris, James Edwin [Photographer]",Alaska -- Description and travel; Pacific Coast (North America) -- Description and travel,F850.5,Browsing: History - General; Browsing: Travel & Geography
63173,Text,2020-09-10,The Son of Columbus,en,"Seawell, Molly Elliot, 1860-1916; Pérard, Victor Semon, 1870-1957 [Illustrator]","Columbus, Christopher, 1451-1506 -- Fiction",PS,Browsing: Literature; Browsing: Fiction
63174,Text,2020-09-10,L'occasion perdue recouverte,fr,"Corneille, Pierre, 1606-1684; Jacob, P. L., 1806-1884 [Editor]",French poetry -- 17th century,PQ,Browsing: Literature; Browsing: Poetry
63175,Text,2020-09-10,"The Sia
(1894 N 11 / 1889-1890 (pages 3-158))",en,"Stevenson, Matilda Coxe, 1850-1915",Zia Indians,E011,Browsing: Culture/Civilization/Society; Browsing: History - American
63176,Text,2020-09-11,"Buffalo Bill's Girl Pard; Or, Dauntless Dell's Daring",en,"Ingraham, Prentiss, 1843-1904","Dime novels; Buffalo Bill, 1846-1917 -- Fiction",PS,Browsing: Literature; Browsing: Fiction
63177,Text,2020-09-11,Erämaan ritarit: 5-näytöksinen näytelmä Peräpohjolan tukkityömailta,fi,"Seppälä, Arvi A., 1879-1921",Finnish drama -- 20th century,PH,Browsing: Literature; Browsing: Fiction
63178,Text,2020-09-11,Eerik Menvedin lapsuus: Historiallinen romaani,fi,"Ingemann, Bernhard Severin, 1789-1862; Halonen, Maija, 1873-1944 [Translator]","Denmark -- History -- Erik Glipping, 1259-1286 -- Fiction; Denmark -- History -- Erik Menved, 1286-1319 -- Fiction",PT,Browsing: History - General; Browsing: Literature; Browsing: Fiction
63179,Text,2020-09-11,Manette Salomon,fr,"Goncourt, Edmond de, 1822-1896; Goncourt, Jules de, 1830-1870",French fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
63180,Text,2020-09-11,Letters to a Young Housekeeper,en,"Prince, Jane",Home economics; Household employees,TX,Browsing: Cooking & Drinking; Browsing: How To...; Browsing: Parenthood & Family Relations
63181,Text,2020-09-11,A Japanese Nightingale,en,"Watanna, Onoto, 1875-1954; Yeto, Genjiro, 1867-1924 [Illustrator]",Japan -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63182,Text,2020-09-11,Pat the Lighthouse Boy,en,"Everett-Green, Evelyn, 1856-1932",Boys -- Juvenile fiction; Rescues -- Juvenile fiction; Lighthouses -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
63183,Text,2020-09-12,"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg 14 November 1945-1 October 1946, Volume 08",en,Various,"Göring, Hermann, 1893-1946 -- Trials, litigation, etc.; Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946; War crime trials -- Germany -- Nuremberg",KZ,Browsing: History - Warfare; Browsing: Law & Criminology
63184,Text,2020-09-12,"Thrifty Stock, and Other Stories",en,"Williams, Ben Ames, 1889-1953","Short stories, American; American fiction -- 20th century",PS,Browsing: Literature; Browsing: Fiction
63185,Text,2020-09-12,"Miracles
avec une introduction de Jacques Rivière",fr,"Alain-Fournier, 1886-1914; Rivière, Jacques, 1886-1925 [Author of introduction, etc.]","Short stories, French; French fiction -- 20th century",PQ,Browsing: Literature; Browsing: Fiction
63186,Text,2020-09-12,Porvari-väkeä matkoilla: eli Buchholz-herrasväen matka-kertomukset,fi,"Stinde, Julius, 1841-1905",Italy -- Description and travel -- Fiction; Germans -- Italy -- Fiction,PT,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
63187,Text,2020-09-12,Les sentiers dans la montagne,fr,"Maeterlinck, Maurice, 1862-1949",Belgian essays (French),PQ,Browsing: Literature; Browsing: Other
63188,Text,2020-09-12,The Critic and the Drama,en,"Nathan, George Jean, 1882-1958",Theater; Drama -- History and criticism; Dramatic criticism,PN,Browsing: Literature; Browsing: Performing Arts/Film
63189,Text,2020-09-12,Highwayman of the Void,en,"Wylie, Dirk, 1920-1949; Doolin, Joseph, 1896-1967 [Illustrator]",Science fiction; Adventure stories; Outlaws -- Fiction; Pluto (Dwarf planet) -- Fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63190,Text,2020-09-12,"Proverbs of All Nations, Compared, Explained, and Illustrated",en,"Kelly, Walter K. (Walter Keating), -1867",Proverbs,PN,Browsing: Language & Communication; Browsing: Literature
63191,Text,2020-09-13,"Winkie, the Wily Woodchuck: Her Many Adventures",en,"Barnum, Richard; Rogers, Walter S. (Walter Stanton), 1870-1937 [Illustrator]",Animals -- Juvenile fiction; Family -- Juvenile fiction; Woodchuck -- Juvenile fiction; Animal traps -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
63192,Text,2020-09-13,The Fairy and the Witch,en,"Nelson, A. D.",Fantasy drama,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63193,Text,2020-09-13,Un amant,fr,"Brontë, Emily, 1818-1848; Wyzewa, Teodor de, 1862-1917 [Translator]",Revenge -- Fiction; Psychological fiction; Rejection (Psychology) -- Fiction; Love stories; Domestic fiction; Yorkshire (England) -- Fiction; Foundlings -- Fiction; Rural families -- Fiction; Heathcliff (Fictitious character : Brontë) -- Fiction; Triangles (Interpersonal relations) -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63194,Text,2020-09-13,"Ivanhoe; ossia, Il ritorno del Crociato",it,"Scott, Walter, 1771-1832; Hayez, Francesco, 1791-1882 [Illustrator]; Barbieri, Gaetano, 1767-1853 [Translator]","Historical fiction; Knights and knighthood -- Fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Great Britain -- History -- Richard I, 1189-1199 -- Fiction; Jews -- England -- Fiction; Ivanhoe, Wilfred of, Sir (Fictitious character) -- Fiction; Anglo-Saxons -- Fiction; Normans -- Great Britain -- Fiction",PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
63195,Text,2020-09-13,A menina Lisa,pt,"Kock, Paul de, 1793-1871",French fiction -- Translations into Portuguese,PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
63196,Text,2020-09-13,"Vick's Illustrated Monthly Magazine, Volume 17, No. 5, March, 1894",en,Various,Horticulture -- Periodicals; Gardening -- Periodicals,SB,Browsing: Cooking & Drinking; Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming
63197,Text,2020-09-13,Inga Heine: Jutelma nykyajoilta,fi,"Blicher-Clausen, J. (Jenny), 1865-1907",Danish fiction -- Translations into Finnish,PT,Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
63198,Text,2020-09-14,Lords of Creation: Woman Suffrage Drama in Three Acts,en,"Thayer, Ella Cheever, 1849-1925",Women -- Social conditions -- Drama; Women -- Suffrage -- United States -- Drama,PS,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies
63199,Text,2020-09-14,Stories Pictures Tell. Book 6,en,"Carpenter, Flora L. (Flora Leona), 1877-1963",Painters; Painting,N,Browsing: Art & Photography
63200,Text,2020-09-14,Baron von Münchhausens merkværdige reiser og eventyr,no,"Raspe, Rudolf Erich, 1737-1794; Doré, Gustave, 1832-1883 [Illustrator]","Humorous stories; Voyages and travels -- Fiction; Voyages, Imaginary -- Fiction; Tall tales",PN,Browsing: Humour; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
63201,Text,2020-09-14,L'homme au masque de fer,fr,"Jacob, P. L., 1806-1884","France -- History -- Louis XIV, 1643-1715; Fouquet, Nicolas, 1615-1680; Man in the Iron Mask",DC,Browsing: History - European; Browsing: History - General; Browsing: History - Royalty
63202,Text,2020-09-14,Margaret Maliphant,en,"Carr, Alice Vansittart Strettel, 1850-1927",Young women -- Fiction; Sisters -- Fiction; Mate selection -- Fiction; England -- Social life and customs -- Fiction; Sussex (England) -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63203,Text,2020-09-14,Faust: A Tragedy,en,"Goethe, Johann Wolfgang von, 1749-1832; Blackie, John Stuart, 1809-1895 [Translator]","Tragedies; Faust, -approximately 1540 -- Drama",PT,Browsing: Literature; Browsing: Poetry; Browsing: Fiction
63204,Text,2020-09-14,Biographical Notices of the Portraits at Hinchingbrook,en,"Boyle, Mary Louisa, 1810-1890","Private collections -- Great Britain -- Catalogs; Great Britain -- Biography -- Portraits -- Catalogs; Hinchingbrooke House (Huntingdon, England); Sandwich, John Montagu, Earl of, 1811-1884 -- Art collections -- Catalogs",N,Browsing: Art & Photography; Browsing: Biographies
63205,Text,2020-09-15,A Boy's Trip Across the Plains,en,"Preston, Laura, 1846-",Animals -- Juvenile fiction; Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Adventure stories; Indians of North America -- Juvenile fiction; Natural history -- Juvenile fiction; Wilderness survival -- Juvenile fiction; Frontier and pioneer life -- Juvenile fiction; Mothers and sons -- Juvenile fiction; Outdoor life -- Juvenile fiction; Wagon trains -- Juvenile fiction; West (U.S.) -- Description and travel -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction
63206,Text,2020-09-15,L'enfant à la balustrade,fr,"Boylesve, René, 1867-1926",French fiction -- 20th century,PQ,Browsing: Literature; Browsing: Fiction
63207,Text,2020-09-15,The Boy Electrician,en,"Morgan, Alfred Powell, 1889-1972",Electrical engineering -- Juvenile literature,TK,Browsing: Children & Young Adult Reading; Browsing: Computers & Technology; Browsing: Engineering & Construction
63208,Text,2020-09-15,The Bee-Master of Warrilow,en,"Edwardes, Tickner, 1865-1944",Bees; Bee culture,SF,Browsing: Nature/Gardening/Animals; Browsing: Science - Earth/Agricultural/Farming; Browsing: Science - General
63209,Text,2020-09-15,Decatur and Somers,en,"Seawell, Molly Elliot, 1860-1916; Davidson, Julian Oliver, 1853-1894 [Illustrator]; Gibbs, George, 1870-1942 [Illustrator]; Schell, Frank Cresson, 1857-1942 [Illustrator]; Smith, W. Granville (Walter Granville), 1870-1938 [Illustrator]","United States -- History -- Tripolitan War, 1801-1805 -- Juvenile fiction; Decatur, Stephen, 1779-1820 -- Juvenile fiction; Somers, Richard, 1778-1804 -- Juvenile fiction",PZ,Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
63210,Text,2020-09-15,"English Battles and Sieges in the Peninsula.
Extracted from his 'Peninsula War'.",en,"Napier, William Francis Patrick, 1785-1860","Peninsular War, 1807-1814",DC,Browsing: History - European; Browsing: History - General; Browsing: History - Warfare
63211,Text,2020-09-15,A Year with a Whaler,en,"Burns, Walter Noble, 1872-1932","Whaling; Burns, Walter Noble, 1872-1932 -- Voyages and travels; Alexander (Brig); Whalers (Persons) -- United States -- Biography",G,Browsing: Biographies; Browsing: History - American; Browsing: Travel & Geography
63212,Text,2020-09-16,"The Living Museum, Vol. XV No. 6, October 1953",en,"Various; Eifert, Virginia S. (Virginia Snider), 1911-1966 [Editor]",Natural history -- Periodicals; Natural history -- Illinois -- Periodicals; Natural history -- Illinois,QH,Browsing: Nature/Gardening/Animals; Browsing: Science - General
63213,Text,2020-09-16,The Citadel of Death,en,"Selwyn, Carl; Elias, Lee, 1920-1998 [Illustrator]",Science fiction; Male friendship -- Fiction; Adventure stories; Vulcan (Hypothetical planet) -- Fiction,PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction
63214,Text,2020-10-05,Työmiehiä: Kertomus nykyajan oloista,fi,"Järvi, K. A. (Kaarlo August), 1869-1942",Finnish fiction -- 19th century,PH,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
63215,Text,2020-09-16,Az erkölcsi világ,hu,"Bodnár, Zsigmond, 1839-1907",Ethics; Aesthetics,BJ,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology
63216,Text,2020-09-16,"The West Indies: Being a Description of the Islands, Progress of Christianity, Education, and Liberty Among the Colored Population Generally",en,"Prince, Nancy, 1799-1856?",West Indies -- Description and travel; Black people -- Jamaica; Jamaica -- Description and travel,F1861,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
63217,Text,2020-09-17,Discovery at Aspen,en,"Ruskay, Sophie (Sophie Z. Liebowitz), 1887-1980; D'Amato, Janet, 1925-2017 [Illustrator]",Vacations -- Juvenile fiction; Teenage girls -- Juvenile fiction; Families -- Juvenile fiction; Musicians -- Juvenile fiction; First loves -- Juvenile fiction; Aspen (Colo.) -- Juvenile fiction; Aspen Music Festival and School -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
63218,Text,2020-09-17,"Lord William Beresford, V.C., Some Memories of a Famous Sportsman, Soldier and Wit",en,"Menzies, Stuart, Mrs.","Beresford, William Leslie de la Poer, Lord, 1847-1900",DA,Browsing: Biographies; Browsing: History - British; Browsing: History - General; Browsing: Sports/Hobbies/Motoring
63219,Text,2020-09-17,"The Missouri Archaeologist, Volume 34, No. 1 and 2, December 1972",en,"Various; Bray, Robert T., 1925-1999 [Editor]",Indians of North America -- Missouri -- Antiquities -- Periodicals; Missouri -- Antiquities -- Periodicals; United States -- Antiquities -- Periodicals,E011; F396,Browsing: Archaeology; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - American
63220,Text,2020-09-17,"Le Banian, roman maritime (1/2)",fr,"Corbière, Edouard, 1793-1875",French fiction -- 19th century,PQ,Browsing: Literature; Browsing: Fiction
63221,Text,2020-09-17,Travels in Virginia in Revolutionary Times,en,"Morrison, Alfred J. (Alfred James), 1876-1923 [Editor]",Virginia -- Description and travel,F206,Browsing: History - American; Browsing: Travel & Geography
63222,Text,2020-09-17,La Mort,fr,"Maeterlinck, Maurice, 1862-1949",Death,BD,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
63223,Text,2020-09-17,The Man Inside,en,"Lincoln, Natalie Sumner, 1881-1935",Detective and mystery stories; Murder -- Investigation -- Fiction; Washington (D.C.) -- Fiction,PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
63224,Text,2020-09-18,With the Persian Expedition,en,"Donohoe, Martin Henry, 1869-1927","Iran -- Description and travel; World War, 1914-1918 -- Campaigns -- Iran",D501,Browsing: History - General; Browsing: History - Warfare; Browsing: Travel & Geography
63225,Text,2020-09-18,The Bedbug [1916],en,"Marlatt, C. L., 1863-1954",Bedbugs,QL,Browsing: Nature/Gardening/Animals; Browsing: Science - General
63226,Text,2020-09-18,Flytraps and Their Operation [1921],en,"Bishopp, F. C. (Fred Corry), 1884-1970",Flies -- Control,QL,Browsing: Environmental Issues; Browsing: Science - General
